epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.47833332419395447,0.46508175134658813,9.999999747378752e-05,3.1757912635803223,0.48220065236091614,0.4933774769306183,0.5038759708404541,0.8742789030075073,3.0502851009368896,0.5038759708404541,1.0
1,0.5483333468437195,0.5454186797142029,9.999999747378752e-05,3.1002981662750244,0.5508196949958801,0.556291401386261,0.5038759708404541,0.9158653616905212,3.0514798164367676,0.5038759708404541,1.0
2,0.5316666960716248,0.5742310881614685,9.999999747378752e-05,3.0111944675445557,0.5363321900367737,0.5132450461387634,0.5038759708404541,0.9848557710647583,3.081658124923706,0.5038759708404541,1.0
3,0.6433333158493042,0.7073925733566284,9.999999747378752e-05,2.8718020915985107,0.6538461446762085,0.6192052960395813,0.5038759708404541,0.9925480484962463,3.1631572246551514,0.5038759708404541,1.0
4,0.6949999928474426,0.7674452066421509,9.999999747378752e-05,2.8030102252960205,0.7003366947174072,0.6887417435646057,0.5038759708404541,0.9947115182876587,3.249685525894165,0.5038759708404541,1.0
5,0.7083333134651184,0.7907407283782959,9.999999747378752e-05,2.745094060897827,0.7197231650352478,0.6887417435646057,0.5038759708404541,0.9962739944458008,3.154183864593506,0.5038759708404541,1.0
6,0.7316666841506958,0.8367149233818054,4.999999873689376e-05,2.6694319248199463,0.7620818018913269,0.6788079738616943,0.5038759708404541,0.996874988079071,3.0827436447143555,0.5038759708404541,1.0
7,0.7599999904632568,0.8328425884246826,4.999999873689376e-05,2.6697921752929688,0.7947761416435242,0.7052980065345764,0.5116279125213623,0.9973557591438293,2.9663331508636475,0.5078125,1.0
8,0.8333333134651184,0.8917896151542664,4.999999873689376e-05,2.5871527194976807,0.8581560254096985,0.8013244867324829,0.5193798542022705,0.9974759817123413,2.877223253250122,0.5118110179901123,1.0
9,0.7850000262260437,0.873894453048706,4.999999873689376e-05,2.5916032791137695,0.8056536912918091,0.7549669146537781,0.5426356792449951,0.9978365302085876,2.8237669467926025,0.524193525314331,1.0
10,0.7933333516120911,0.8814669847488403,4.999999873689376e-05,2.562929153442383,0.8224637508392334,0.751655638217926,0.5968992114067078,0.998197078704834,2.7760493755340576,0.5555555820465088,1.0
11,0.8100000023841858,0.8959509134292603,4.999999873689376e-05,2.5307202339172363,0.8405796885490417,0.7682119011878967,0.682170569896698,0.9980769157409668,2.6299729347229004,0.6132075190544128,1.0
12,0.8399999737739563,0.919568657875061,4.999999873689376e-05,2.4911534786224365,0.8626760840415955,0.8112582564353943,0.6899224519729614,0.9980769157409668,2.607046365737915,0.6190476417541504,1.0
13,0.8383333086967468,0.9071569442749023,4.999999873689376e-05,2.4931578636169434,0.8727272748947144,0.7947019934654236,0.6356589198112488,0.998317301273346,2.6785502433776855,0.5803571343421936,1.0
14,0.8316666483879089,0.9089236855506897,4.999999873689376e-05,2.4733633995056152,0.8628158569335938,0.7913907170295715,0.7906976938247681,0.9980769157409668,2.476534843444824,0.70652174949646,1.0
15,0.8500000238418579,0.9361693859100342,4.999999873689376e-05,2.413606882095337,0.8812949657440186,0.8112582564353943,0.7829457521438599,0.998317301273346,2.474135160446167,0.698924720287323,1.0
16,0.8616666793823242,0.9391139149665833,4.999999873689376e-05,2.3951146602630615,0.8815330862998962,0.8377483487129211,0.7286821603775024,0.998317301273346,2.489586591720581,0.6499999761581421,1.0
17,0.8683333396911621,0.9317358732223511,4.999999873689376e-05,2.3957338333129883,0.9114391207695007,0.8178808093070984,0.8062015771865845,0.9985576868057251,2.4298925399780273,0.7222222089767456,1.0
18,0.871666669845581,0.9354693293571472,4.999999873689376e-05,2.3647544384002686,0.9090909361839294,0.8278145790100098,0.8604651093482971,0.9985576868057251,2.3507907390594482,0.7831325531005859,1.0
19,0.871666669845581,0.9419585466384888,4.999999873689376e-05,2.3410227298736572,0.9151291251182556,0.8211920261383057,0.8449612259864807,0.9985576868057251,2.3535635471343994,0.7647058963775635,1.0
20,0.8600000143051147,0.9447864294052124,4.999999873689376e-05,2.319277286529541,0.9097744226455688,0.8013244867324829,0.9224806427955627,0.9985576868057251,2.250518560409546,0.8666666746139526,1.0
21,0.878333330154419,0.9440585970878601,4.999999873689376e-05,2.3045809268951416,0.9256505370140076,0.8245033025741577,0.9224806427955627,0.9980769157409668,2.238389015197754,0.8666666746139526,1.0
22,0.8833333253860474,0.9377917051315308,4.999999873689376e-05,2.29353928565979,0.9055944085121155,0.8576158881187439,0.8837209343910217,0.9983172416687012,2.254566192626953,0.8125,1.0
23,0.8883333206176758,0.9511867165565491,4.999999873689376e-05,2.262040615081787,0.9211469292640686,0.8509933948516846,0.8992248177528381,0.9986778497695923,2.2375571727752686,0.8333333134651184,1.0
24,0.878333330154419,0.946636438369751,4.999999873689376e-05,2.2515344619750977,0.9163636565208435,0.8344370722770691,0.8449612259864807,0.9986778497695923,2.2712414264678955,0.7647058963775635,1.0
25,0.8916666507720947,0.9514977931976318,4.999999873689376e-05,2.220912218093872,0.9217081665992737,0.8576158881187439,0.8837209343910217,0.9985576868057251,2.22530460357666,0.8125,1.0
26,0.8949999809265137,0.9562480449676514,4.999999873689376e-05,2.1989455223083496,0.9252669215202332,0.860927164554596,0.8139534592628479,0.9986778497695923,2.2631194591522217,0.7303370833396912,1.0
27,0.8666666746139526,0.9367194175720215,4.999999873689376e-05,2.2199554443359375,0.8936170339584351,0.8344370722770691,0.8914728760719299,0.9987980723381042,2.174093246459961,0.8227847814559937,1.0
28,0.8916666507720947,0.9500866532325745,4.999999873689376e-05,2.176957845687866,0.9217081665992737,0.8576158881187439,0.8837209343910217,0.9987980723381042,2.1669199466705322,0.8125,1.0
29,0.8866666555404663,0.9493811130523682,4.999999873689376e-05,2.1635828018188477,0.9208633303642273,0.8476821184158325,0.8682170510292053,0.9987980723381042,2.1662511825561523,0.792682945728302,1.0
30,0.9116666913032532,0.9684486389160156,4.999999873689376e-05,2.107168197631836,0.9494584798812866,0.8708609342575073,0.9069767594337463,0.9989182949066162,2.1161792278289795,0.8441558480262756,1.0
31,0.8983333110809326,0.9615816473960876,4.999999873689376e-05,2.103386640548706,0.9350180625915527,0.8576158881187439,0.9069767594337463,0.9989182949066162,2.092278242111206,0.8441558480262756,1.0
32,0.9166666865348816,0.9523756504058838,4.999999873689376e-05,2.1027777194976807,0.949999988079071,0.8807947039604187,0.9689922332763672,0.9989182949066162,2.0146191120147705,0.9420289993286133,1.0
33,0.9233333468437195,0.9681041836738586,4.999999873689376e-05,2.054814100265503,0.9671533107757568,0.8774834275245667,0.9147287011146545,0.9990384578704834,2.0393855571746826,0.8552631735801697,1.0
34,0.9066666960716248,0.9611037969589233,4.999999873689376e-05,2.0533628463745117,0.9424460530281067,0.8675496578216553,0.9689922332763672,0.9987980723381042,1.9770556688308716,0.9420289993286133,1.0
